strain 	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	originating_lab	submitting_lab	authors	url	title	date_submitted
Taiwan29/2020	ncov	?	MT370518	2020-02-27	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29903	Homo sapiens	?	?	?	?	Tsao K.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT370518	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-05/2020, complete genome	2020-04-23
Taiwan30/2020	ncov	?	MT192759	2020-01-25	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29862	Homo sapiens	?	?	?	?	Tsao K.C. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT192759	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TWN/CGMH-CGU-01/2020, complete genome	2020-03-16
Taiwan31/2020	ncov	?	MT066175	2020-01-31	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29870	Homo sapiens	?	?	?	?	Yeh S.H. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT066175	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU01/TWN/human/2020, complete genome	2020-02-14
Taiwan32/2020	ncov	?	MT066176	2020-02-05	Asia	Taiwan			Asia	Taiwan	Taiwan	genome	29870	Homo sapiens	?	?	?	?	Yeh S.H. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT066176	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/NTU02/TWN/human/2020, complete genome	2020-02-14
Thailand1/2020	ncov	?	MT447154	2020-02-01	Asia	Thailand			Asia	Thailand	Thailand	genome	29829	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447154	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI200893-NT/2020, complete genome	2020-05-08
Thailand2/2020	ncov	?	MT447155	2020-01-08	Asia	Thailand			Asia	Thailand	Thailand	genome	29805	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447155	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI200040-NT/2020, complete genome	2020-05-08
Thailand3/2020	ncov	?	MT447156	2020-01-23	Asia	Thailand			Asia	Thailand	Thailand	genome	29810	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447156	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI200383-NT/2020, complete genome	2020-05-08
Thailand4/2020	ncov	?	MT447157	2020-01-25	Asia	Thailand			Asia	Thailand	Thailand	genome	29824	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447157	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI200433-NT/2020, complete genome	2020-05-08
Thailand5/2020	ncov	?	MT447158	2020-01-25	Asia	Thailand			Asia	Thailand	Thailand	genome	29827	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447158	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI200468-NT/2020, complete genome	2020-05-08
Thailand6/2020	ncov	?	MT447159	2020-01-26	Asia	Thailand			Asia	Thailand	Thailand	genome	29834	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447159	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI200478-NST/2020, complete genome	2020-05-08
Thailand7/2020	ncov	?	MT447160	2020-01-29	Asia	Thailand			Asia	Thailand	Thailand	genome	29707	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447160	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI200615-NT/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
Thailand8/2020	ncov	?	MT447161	2020-02-03	Asia	Thailand			Asia	Thailand	Thailand	genome	29815	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447161	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI201712-NT/2020, complete genome	2020-05-08
Thailand9/2020	ncov	?	MT447162	2020-02-07	Asia	Thailand			Asia	Thailand	Thailand	genome	29816	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447162	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI202205-NT/2020, complete genome	2020-05-08
Thailand10/2020	ncov	?	MT447163	2020-02-22	Asia	Thailand			Asia	Thailand	Thailand	genome	29833	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447163	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI202620-NT/2020, complete genome	2020-05-08
Thailand11/2020	ncov	?	MT447164	2020-02-25	Asia	Thailand			Asia	Thailand	Thailand	genome	29694	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447164	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI202769-NT/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
Thailand12/2020	ncov	?	MT447165	2020-02-25	Asia	Thailand			Asia	Thailand	Thailand	genome	29671	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447165	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI202872-NT/2020, complete genome	2020-05-08
Thailand13/2020	ncov	?	MT447166	2020-01-23	Asia	Thailand			Asia	Thailand	Thailand	genome	29820	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447166	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI203285-NT/2020, complete genome	2020-05-08
Thailand14/2020	ncov	?	MT447167	2020-03-11	Asia	Thailand			Asia	Thailand	Thailand	genome	29710	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447167	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI204487-NT/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
Thailand15/2020	ncov	?	MT447168	2020-03-12	Asia	Thailand			Asia	Thailand	Thailand	genome	29695	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447168	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI204512-NT/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-05-08
Thailand16/2020	ncov	?	MT447169	2020-03-12	Asia	Thailand			Asia	Thailand	Thailand	genome	29798	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447169	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI204514-NT/2020, complete genome	2020-05-08
Thailand17/2020	ncov	?	MT447170	2020-03-13	Asia	Thailand			Asia	Thailand	Thailand	genome	29337	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447170	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI204713-NT/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds	2020-05-08
Thailand18/2020	ncov	?	MT447171	2020-03-16	Asia	Thailand			Asia	Thailand	Thailand	genome	29838	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447171	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI205457-NST/2020, complete genome	2020-05-08
Thailand19/2020	ncov	?	MT447172	2020-03-18	Asia	Thailand			Asia	Thailand	Thailand	genome	29823	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447172	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI205529-NT/2020, complete genome	2020-05-08
Thailand20/2020	ncov	?	MT447173	2020-03-18	Asia	Thailand			Asia	Thailand	Thailand	genome	29829	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447173	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI205929-NT/2020, complete genome	2020-05-08
Thailand21/2020	ncov	?	MT447174	2020-03-01	Asia	Thailand			Asia	Thailand	Thailand	genome	29837	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447174	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI206377-NST/2020, complete genome	2020-05-08
Thailand22/2020	ncov	?	MT447175	2020-03-19	Asia	Thailand			Asia	Thailand	Thailand	genome	29828	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447175	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI206587-NT/2020, complete genome	2020-05-08
Thailand23/2020	ncov	?	MT447176	2020-03-20	Asia	Thailand			Asia	Thailand	Thailand	genome	29840	Homo sapiens	?	?	?	?	Rodpan A. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT447176	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/THA/SI206917-NT/2020, complete genome	2020-05-08
Timor-Leste1/2020	ncov	?	MT641766	2020-04-11	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29850	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641766	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL05/2020, complete genome	2020-06-19
Timor-Leste2/2020	ncov	?	MT641767	2020-04-11	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29813	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641767	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL06/2020, complete genome	2020-06-19
Timor-Leste3/2020	ncov	?	MT641768	2020-04-11	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29813	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641768	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL07/2020, complete genome	2020-06-19
Timor-Leste4/2020	ncov	?	MT641769	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29801	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641769	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL14/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-19
Timor-Leste5/2020	ncov	?	MT641770	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29813	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641770	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL15/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, complete cds; surface glycoprotein (S) gene, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-19
Timor-Leste6/2020	ncov	?	MT641771	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29648	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641771	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL16/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-19
Timor-Leste7/2020	ncov	?	MT641772	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29798	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641772	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL17/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-19
Timor-Leste8/2020	ncov	?	MT641773	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29816	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641773	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL18/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-19
Timor-Leste9/2020	ncov	?	MT641774	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29814	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641774	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL19/2020, complete genome	2020-06-19
Timor-Leste10/2020	ncov	?	MT641775	2020-04-13	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29813	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641775	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL20/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-19
Timor-Leste11/2020	ncov	?	MT641776	2020-04-14	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29813	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641776	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL21/2020, complete genome	2020-06-19
Timor-Leste12/2020	ncov	?	MT641777	2020-04-18	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29817	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641777	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL23/2020, complete genome	2020-06-19
Timor-Leste13/2020	ncov	?	MT641778	2020-03-30	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29816	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641778	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL25/2020, complete genome	2020-06-19
Timor-Leste14/2020	ncov	?	MT641779	2020-XX-XX	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29815	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT641779	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/AUS/TL26/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-19
Timor-Leste15/2020	ncov	?	MT612280	2020-XX-XX	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29806	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612280	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL26/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste16/2020	ncov	?	MT612281	2020-04-11	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29826	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612281	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL05/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste17/2020	ncov	?	MT612282	2020-04-11	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29813	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612282	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL06/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste18/2020	ncov	?	MT612283	2020-04-13	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29808	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612283	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL20/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste19/2020	ncov	?	MT612284	2020-03-30	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29812	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612284	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL25/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste20/2020	ncov	?	MT612285	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29789	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612285	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL14/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste21/2020	ncov	?	MT612286	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29794	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612286	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL15/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste22/2020	ncov	?	MT612287	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29647	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612287	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL16/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste23/2020	ncov	?	MT612288	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29798	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612288	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL17/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste24/2020	ncov	?	MT612289	2020-04-11	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29806	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612289	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL07/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste25/2020	ncov	?	MT612290	2020-04-14	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29803	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612290	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL21/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste26/2020	ncov	?	MT612291	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29813	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612291	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL18/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
Timor-Leste27/2020	ncov	?	MT612292	2020-04-12	Asia	Timor-Leste			Asia	Timor-Leste	Timor-Leste	genome	29800	Homo sapiens	?	?	?	?	Caly L. et al.	https://www.ncbi.nlm.nih.gov/nuccore/MT612292	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TLS/TL19/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	2020-06-15
